sleep_hours,stress_level,exercise_minutes,screen_time,social_interaction,mood_score,water_intake,risk_level
5.406544429410843,1,22.28618085487458,7.124478119516532,2,1,8,1
7.710388645952772,4,33.32607220300228,3.5528656290499785,10,3,1,1
5.620863648649295,4,9.418294732027729,9.963048534165338,6,1,8,2
9.324901607526309,1,9.752082701173306,5.111044933617945,8,10,10,0
5.825120061495644,9,81.27743469951935,8.410235479228902,6,1,5,2
6.516907725691486,3,38.57008515029722,6.291298243859265,4,1,5,0
8.220275826054504,5,25.824735368780438,6.748882448903664,4,4,5,0
5.1537035253490675,6,31.299873585780563,7.802413560984616,9,7,8,0
7.341189901906194,8,0.8921173367384556,7.691702368938007,6,7,5,1
8.960714131423643,6,28.878127501923856,5.315706873753079,8,5,5,0
4.588775148158159,3,21.3704427090546,7.0633311918771895,8,6,4,1
7.276950787798456,6,23.673206002879507,6.913199697397004,7,2,3,1
7.389824191372635,1,13.361617111562156,6.427122399378491,3,5,4,1
8.172734307665966,4,2.5495486903583133,5.593366932340541,10,7,6,0
5.144573933682877,6,6.44556188764113,6.423129666388496,1,9,7,1
5.019315080373586,7,90.32215713568807,9.93508149239172,5,6,7,1
7.782912348425347,10,15.762931076192597,5.409945295771685,10,10,4,1
7.445477009849779,3,18.859187312495713,8.413174839608418,10,4,6,0
7.375739275518815,9,1.6244934190384237,4.760727152167071,2,3,3,2
7.519672314245463,7,1.1487007531059785,4.237370675354512,10,9,2,1
5.979962917632264,1,37.88849227827988,12.552798690226,2,7,5,1
7.348380545741505,2,23.17185928771379,7.080048393978487,7,6,5,0
7.439608709948022,1,21.321375607581132,7.135026922579227,3,7,4,1
5.928472872960448,9,8.356696327770322,7.190455543668405,8,8,5,2
9.798661766717135,9,40.96544064804887,8.814599413069176,9,5,6,1
7.710749381367681,7,5.526216854581142,6.815620029235507,8,3,7,1
5.2130447541960265,10,6.319214135377523,7.632443745114385,6,3,4,2
7.984830412950744,3,18.525175370499497,3.8828634434869547,5,2,5,0
5.5379774946590175,5,10.117930716679005,7.967847074488905,3,8,9,1
8.180626905613678,4,8.529152675836604,5.526478883924918,3,1,5,1
8.737893368511106,7,31.089214048385397,7.343484964383745,7,8,6,0
5.7689765224724345,9,31.57807202392647,2.5697600906106084,5,3,7,2
8.445064193866482,2,52.206405138717265,7.260359184730227,6,9,5,0
7.619171390404747,8,16.22352637645403,1.5162072904503425,6,2,10,1
8.233090239991736,9,2.2768052837738852,5.448169059127646,9,10,0,1
9.845189473980922,10,9.59237534415004,2.588896818200789,1,9,6,1
6.631917825995695,10,117.3688860775181,7.266073452501052,8,6,5,0
5.869395753463765,9,27.20941930911797,6.13853976235175,10,1,7,2
5.665728355561715,10,37.10904487753538,4.458425193919447,5,5,2,2
5.776284572551843,7,0.22155095908276806,8.868816090069656,6,10,7,1
6.884347435878844,9,21.907142589110737,4.206667011333237,6,9,7,0
7.511727962224966,9,1.1475296196741025,1.0,1,6,5,2
7.415036198995028,3,25.26544399086393,7.027270067730305,3,7,2,0
8.240774873554036,4,76.06232963186145,2.4668025611721016,6,4,11,0
7.0195028378168605,2,103.6561121189309,4.269980713978315,9,1,4,1
9.180301115735976,10,23.33192940232165,4.965306854121444,6,5,6,1
6.603014750143066,3,18.38601655266545,3.1520123006079763,6,2,6,1
11.080253749884427,5,87.02198839732421,5.012544827883558,1,8,3,0
7.938501021647509,5,33.58985336654317,3.189436225490221,9,4,8,0
5.714263665375576,6,2.013030992288393,6.324766370266094,4,1,13,1
5.393661252908331,7,18.805370175719997,3.5425094884956225,2,10,6,1
7.723708622864778,7,8.242778711929606,6.0602927975640295,1,7,3,1
6.664805822011224,1,19.035274072844622,8.32401540854242,3,2,6,1
8.071000741138137,2,18.234723299085417,7.564745540584327,3,3,7,1
7.709856436860317,9,26.178609740733553,5.836578615716844,5,9,10,1
6.890756631014691,10,13.237610482130254,4.022525363160364,1,9,3,2
5.729809422897393,2,5.383506671102134,6.318354231845162,7,2,7,2
4.727729162971203,6,21.018415683349865,4.608561751065829,1,3,8,2
6.330227571899468,1,53.19452975919973,6.402246917403052,4,9,9,0
8.284598191485209,3,32.72041538218549,2.5694295650940013,6,1,3,1
7.321140616195306,2,12.391366986183165,7.614522112671285,1,2,8,1
5.131391831932018,3,82.24341182691464,6.066433126026295,7,2,10,1
7.259771388776773,5,72.98340044897219,10.417033360018348,10,10,3,1
7.577976069593255,10,7.0469358775336115,8.612122923685453,7,3,10,2
5.674213845698301,6,1.2064648893358016,7.132373872842113,3,10,3,1
7.230587658918292,9,40.56359556970024,5.752014052584863,4,3,4,2
7.087313077669,10,52.73992329332102,4.540791272596668,6,10,8,1
5.2855445532540655,4,103.1338797963832,7.88481859006827,7,2,8,1
7.536681040522425,7,66.17366075082988,5.541060417360576,4,8,5,0
7.841176789552351,6,27.528856405972277,8.3367292658966,10,8,9,0
8.624576864762915,2,22.654018515160892,6.8016463274705705,9,8,5,0
8.580703078052355,10,0.8470788114970834,6.815994254499527,9,2,4,2
4.933495948064364,8,8.497017280220511,7.189052253935922,9,9,9,1
5.593262440127316,7,18.464189132160833,4.160746123124886,10,7,7,1
7.77255290081299,7,29.706507392566028,3.9557275122527544,6,5,10,0
7.770678926368313,8,24.442624292424362,3.8865811032735507,2,7,5,1
7.772571529459071,1,40.717914409471,8.094993829751981,2,8,6,1
12.0,1,9.84541236757631,4.108556824963054,4,9,5,0
7.85633576603975,8,24.96900917707495,4.357680583609327,9,2,6,1
8.703348460270899,4,2.768138091072956,7.075034253946285,3,6,3,1
8.431002645239804,5,16.01594620107532,5.4959017507302885,6,9,7,0
7.977086876958697,8,41.60813699895015,5.240411515816088,2,6,4,1
6.527096133039482,5,35.46642288222622,5.06689006234616,1,2,9,1
8.138453830739902,10,140.14807392553763,1.3487366443173041,5,1,7,1
5.840762178193643,4,9.767380692807892,4.066236948071964,8,3,8,1
6.644772089889987,6,20.68596961184167,8.363126273764182,10,5,7,0
6.2719546782563445,5,11.993308113932901,4.921203796932055,10,7,4,0
7.122811209079484,7,17.42688195042417,2.1990205879645197,2,10,5,0
10.471987850010263,10,58.33685902039606,3.984011522263019,10,10,4,1
4.199102211112378,7,34.58024744137453,6.719707929509992,9,3,6,1
8.029390285561771,4,64.22449714309018,6.680069218411476,8,9,6,0
4.5809261932155225,5,6.82626288479333,5.4114387748773005,3,10,7,1
6.29210220131585,3,61.99247071111865,4.621591905829932,1,4,5,0
8.63342589545105,4,1.8486760764487344,3.195608028487913,4,10,4,0
7.096420028643194,4,65.83864476714876,6.736370072824016,8,2,5,0
5.38338283310604,3,11.972883076284596,7.675740835335579,3,3,5,2
5.927044436110048,10,11.332038804907867,8.57776000410369,10,5,3,2
8.019396623402013,5,21.52864197696797,3.7788252826199136,2,3,6,1
5.904450052424295,5,84.7494155476774,8.731045960812377,7,5,6,1
7.324687884372962,7,1.468818348307422,5.886775825471086,4,4,7,0
7.06835775985572,4,13.026632675435435,6.0531439268086125,6,10,6,0
6.022599478591275,4,58.25766098868301,7.7871840812629225,5,3,2,1
10.215916133987989,9,15.12813838633995,4.918092193040534,2,6,9,1
7.950878533477017,6,6.662706847503259,1.6723939973019428,10,8,9,0
3.962286120013589,4,16.590820701642286,7.409723096391523,2,4,6,1
7.279681472154142,2,14.610953741003224,6.697141488590146,9,9,7,0
6.007320302847418,6,74.10037612224993,5.279446306246048,10,6,8,0
8.278650002194336,2,43.05626733437791,7.245062687874388,2,5,10,0
5.811218892350949,5,21.10292968841043,7.6538869209303915,8,3,5,1
6.827895337799651,6,133.6264812876815,2.9759873758768474,8,5,8,0
7.757480918470685,4,18.780222501958256,6.045025948795455,1,5,6,0
8.298632791255182,3,1.8000753184285776,1.4448747863018312,1,4,6,0
5.199555389416336,7,9.125496997778102,5.752613620976434,4,6,9,1
6.498248146238577,2,17.184780006621136,5.254515511942621,2,3,4,1
6.287582033258566,6,5.120184496656948,6.9838180348544805,1,10,2,1
6.020006151139432,4,88.44550142561044,3.8538895407521467,9,1,3,0
9.648181360421646,6,43.68205585159552,5.157026928296963,3,7,3,1
7.607472566441434,4,9.371015769645366,1.0,1,7,6,0
5.108674068497432,4,26.806869718329807,7.115007642067674,2,4,5,1
8.376792920582163,4,38.34464029579834,5.823200166411853,8,9,4,0
10.18323429551895,9,85.04869962462573,6.174482875641219,5,2,2,2
8.54869789082672,7,64.01955475002195,3.013138527930548,7,1,4,1
4.72094505106898,3,21.720084274864234,6.79612434970601,6,3,8,1
6.273648890700623,3,44.70336466060679,9.305499407028451,1,7,9,1
8.900366723779934,6,24.77600734259345,5.6301745622476185,6,9,6,0
5.938495801571829,6,24.13603395921456,7.300177816163289,7,2,3,2
7.665729142219343,4,3.65628311921969,4.258757953748231,4,6,4,0
8.161951080144005,9,4.044972575476428,5.8462876199058895,8,3,8,2
5.609604292632875,4,22.62092303483281,2.9373187720836653,8,5,8,0
6.9107119659073,9,9.394572966411983,7.576243609386925,7,9,5,1
3.0,4,0.63783993591818,6.319681154330794,2,3,7,2
5.463418537998566,2,38.49472349639236,3.5614272283478745,6,1,5,1
6.62114777291026,2,0.9907800187182788,4.396275646323836,6,5,9,0
5.128325227052725,5,27.136560116690866,6.122172345196625,7,1,7,1
9.448616955897453,4,23.243331062564653,7.847730031928349,6,8,11,0
4.85478793305905,7,104.03424440714848,8.959054407037035,2,7,4,2
6.339933269954525,5,19.86184978754728,5.731749241909687,8,2,9,1
7.196110865929137,6,1.9714223190808027,3.270702652261239,4,9,4,1
9.161909933599173,10,24.06797365737013,6.476930280647589,9,5,1,1
4.846206773230841,4,55.18368319192726,9.569764798064703,8,7,3,1
8.74474562823244,2,172.80376919136285,2.7545031893549705,3,4,5,0
7.015349591529381,10,16.88163475702608,4.090808701422137,3,1,10,1
5.527737023428074,9,11.58305713636636,7.2219286884932865,8,8,6,2
7.693155211394906,10,71.14304183390976,6.307198270508333,2,1,8,1
7.298589543360205,7,6.3676710301671,4.9099605434703975,9,3,9,1
6.099674684261808,4,28.668798922399976,6.440227746602905,4,6,8,0
7.1047031274850285,3,15.611859233368667,7.955090403708631,6,8,6,0
6.42202960470736,10,1.2585028224219095,5.803327315615002,3,8,4,1
7.170276017876872,3,12.798600450303713,5.627984611415807,3,2,2,1
7.99319601178157,9,9.245872292490171,7.178048339851433,3,9,5,1
9.379025224218028,5,34.759579032057815,5.4589702361916075,10,4,7,0
5.143276751759727,3,89.15490516606023,8.28504712175626,2,4,4,2
10.1995500619844,5,9.361176921921405,10.053479356968703,8,2,4,1
4.071868300716247,2,50.05429782785279,4.214116063740676,9,1,9,1
6.772322357446625,4,1.7085354798109227,3.499948934431902,8,10,7,0
7.882475809726865,10,23.173570461067058,6.743438477380086,10,7,7,1
7.421487801602549,2,2.194870025243615,3.4289909539441954,3,10,3,1
6.065950720269109,2,81.55801582637773,3.3948450420929257,7,3,7,1
6.687816624464087,8,43.61809471547329,1.9015884593523165,10,4,6,1
6.2604985980117505,1,32.18394282532265,5.2354955048562495,2,9,4,0
6.115952864583683,7,52.1004814924466,5.9340193943455,4,6,8,0
8.274403145531537,5,31.28282447857699,4.965274021715534,6,1,6,0
7.535523228947571,8,104.15928124825537,8.780666367064342,5,9,7,1
5.960635607109019,1,37.548493305992196,8.631774534092234,9,9,6,1
8.349399813149876,7,77.57176864946744,9.857687928043513,10,5,2,1
7.460949281314914,5,21.840351928935593,6.093056931867418,4,8,6,0
8.21929317825844,4,3.735090867699976,8.367638117021553,5,7,7,0
7.944443262885418,7,22.534586782194264,6.6177052975743065,4,8,5,0
5.7565074836168915,10,4.070221842898365,6.416764625039242,8,9,6,1
6.159728439704546,2,26.930950332244763,5.0652278494090766,8,2,6,0
8.120940407684893,1,19.761970329724203,1.4737064184897122,3,10,6,0
7.915555398150198,1,29.23153378799953,7.274582910027979,1,5,8,0
6.968647609053778,1,0.3029337777148673,8.308272473056046,6,8,5,0
7.175991074963173,5,6.501446225403898,2.948764143403501,2,3,3,2
8.916497343682638,10,20.27869955545745,5.980602675634783,2,6,5,1
6.112642916746255,7,90.17563689875294,7.98329433682914,3,6,8,0
7.820646071755057,2,14.516215260640143,5.281002446709164,8,7,6,0
6.6967110213491585,10,16.568811165629977,8.386207346664536,3,3,6,2
6.67347819515917,8,37.62600937508117,5.719433933285264,7,8,6,0
8.648165277980786,4,27.774535933074052,4.949682938603479,10,8,8,0
8.238124523482044,3,10.654261444078905,8.500573825882466,10,9,2,1
8.220264454000958,10,15.870522648283906,4.132492527719806,9,8,6,1
8.958218210731493,8,7.365501695218745,4.550191936350414,8,3,6,2
7.031505762449139,2,101.46078313542091,4.208908230565387,1,6,7,0
8.022929456942446,3,4.19974522542548,3.714809461025474,7,9,7,0
6.534599865109816,3,13.948657472823946,6.306067834748776,7,1,1,1
7.486249528732663,10,0.785359882249808,4.974130796442994,8,3,7,2
6.804785418448473,1,7.522360967128169,6.977226192832915,10,2,8,1
7.1454939474890775,6,45.48814701279556,2.530719328936951,5,8,5,0
7.89273553815537,2,6.738410153191041,3.7549038189911674,10,6,7,0
5.7726689751497915,1,2.503515813186219,6.10315817905274,9,10,5,1
10.138580913528191,2,19.299479887174847,8.939361194407434,9,8,6,0
5.4909739277504475,6,0.300577809318367,6.757004297835041,8,2,6,2
5.1787170808184015,4,2.6572703227746945,4.821218810299114,6,6,14,1
8.737166310250101,6,49.44939620936188,3.0209372932394056,6,7,6,0
8.187494040944404,9,44.28307268274256,4.704307903187813,1,8,6,1
7.936179725578233,10,74.00215616460585,5.915031754914359,6,9,7,0
7.94251826389642,10,57.83055860196214,1.2846162119138214,4,5,2,1
6.981629840729628,8,34.48222457336295,3.5732598595041702,4,3,6,1
5.654118442771253,1,1.6125586103574354,4.524888070706055,2,2,5,2
7.113706837290589,8,45.81481667087344,5.485182785630077,4,8,11,1
5.984257432731832,9,56.028934745118846,5.891327040502591,5,1,4,2
8.462679600126627,6,48.145774196709674,4.77826444358573,5,10,9,0
6.779413927746792,10,21.307520573818948,7.011746364405835,5,6,15,0
5.761754204811233,5,7.954215147103588,6.24941380606093,4,2,4,2
6.51792123752051,6,55.99383920251596,5.25987343098964,1,3,6,1
7.6193971814134365,6,38.96640103117783,7.287550761875864,10,8,11,0
6.154413170794038,9,118.5247462358738,7.123881233020267,8,1,6,1
5.766669406650353,4,5.077158900903018,3.092402898507455,3,6,5,1
7.365530817237868,2,7.6725043210129735,5.93594486168271,2,3,7,1
7.367449856663084,9,7.140032008608874,7.780521062934401,9,6,5,0
6.239585236943306,2,47.18446826597954,8.114978558604356,7,3,12,1
6.2934425415725155,10,6.20730448284704,6.741817581270574,9,8,6,1
7.348074906036454,9,2.0695663897339687,5.533422876507213,2,5,5,1
4.8278734877540135,2,180.0,6.8426395884648725,9,4,0,1
4.888804338435167,8,0.7539105034422473,7.615546862583567,10,9,7,2
5.922333668121346,9,54.0987015775649,6.231663898019129,9,5,10,1
6.6798292724322295,10,13.641244507608782,6.457208291156841,9,4,4,1
7.466361348397007,9,55.28188211538323,5.500393691329362,10,8,3,1
9.213034325424328,10,24.264855945860972,3.3264295978326404,10,8,9,1
8.286489434803029,9,69.5709569437862,5.651271759495689,4,8,9,1
6.7600922050548595,2,78.18904550577282,4.645772108238932,10,4,5,0
6.971475688145967,4,0.27419467492222716,4.6521572446739174,3,1,6,1
5.496205953043287,7,2.352217093345271,8.867668978320314,6,2,8,2
6.972230296011415,2,8.644814789133092,7.903114755461,3,4,7,1
6.567012041619792,1,33.19770832346169,2.6130018183298547,9,10,8,0
7.484077840507134,3,65.75069075155461,3.8302424474473202,3,2,6,1
5.759153584671516,4,18.48235942792493,5.2728759108948635,2,10,9,1
7.779019771361758,8,28.016317890770495,4.718735539728075,8,3,8,2
9.299108369503866,6,6.266121318886638,6.634836547007582,6,9,0,1
6.8368597773147135,2,49.03756956668345,3.512829844385597,8,9,7,0
7.602567583148412,9,102.63720735686795,7.91706392259723,7,9,4,1
8.03521598756667,2,9.38379942915318,5.9119889101163485,3,7,3,1
6.398169292171246,5,20.485567763672996,5.318975910577646,8,4,5,0
7.336138722715625,4,2.701552534879448,5.971361114568454,10,1,8,1
7.0188886011726925,7,24.57060990475263,5.164983852969937,1,3,5,1
7.146514147823248,8,20.96188851293325,1.938714858547793,1,8,5,1
5.8404853242168,5,4.679848328566213,6.023851961542952,10,4,4,1
7.036765261388414,10,17.50544955430757,5.358507222730884,8,10,7,1
7.746997436868175,5,12.198682681616914,4.091085974694494,9,10,4,0
9.176715411692562,2,22.133723751483597,8.194859662833164,10,2,7,1
8.43890623912781,8,26.431641448390817,7.338876026786454,6,8,6,1
10.229773686267334,2,0.2559561520624684,10.877713413158503,5,7,6,1
5.848978655667926,10,42.93950281877105,7.669657002384906,2,10,9,1
8.308480955081016,6,37.449685856703525,4.713129865939447,9,9,6,0
7.2750130086075275,8,13.684744195727339,4.188421242796426,6,2,5,2
10.28470439982651,6,1.6316561462902932,5.011388797427291,8,5,7,0
5.787552571967273,4,42.186652755676256,4.66674276864271,9,6,6,0
5.740417236728836,4,93.14978518802081,6.217566727707932,9,2,9,1
6.1009110318339665,6,8.239090021447684,2.9224052456820004,8,2,5,1
3.8141564135352897,4,11.72577647926837,7.294573128092063,10,10,9,1
6.211367467478858,8,6.093349445943623,6.182392738742855,8,4,3,1
5.861301007669454,9,25.806963080864257,7.064928615577391,3,8,9,1
7.225590679714312,1,5.046929117882526,3.711707045944954,3,5,5,0
7.512633963665739,4,13.210732580310745,6.493377540672113,2,9,6,0
9.814256258823828,4,35.82196274019759,8.598353161739272,1,4,10,0
8.425635757279075,2,24.637325536990268,4.278985497799568,4,3,8,0
6.134644516506396,6,14.65541990557318,4.224288585045588,2,10,4,1
5.652377992977463,3,16.354728480358848,7.4239149334345305,2,8,8,1
7.737878757259758,7,24.773686719878725,4.061897896924834,5,1,3,1
5.019650189469036,5,0.1764597882022694,5.533432033685461,4,9,7,1
9.74718814878153,4,2.452896331472757,8.95146535798469,1,4,7,1
8.769160181081931,5,63.92408332296866,4.252662216154748,9,9,6,0
6.296236521842943,8,2.4323644729126883,9.08888419774853,4,8,5,1
4.430298206363684,3,36.80737723285728,5.328436516091738,5,3,8,1
9.030808561248119,7,75.78617428489848,3.7575973463222994,7,3,6,0
6.828190232121073,6,9.469428834794591,7.207408310245255,2,9,8,1
8.856724467960193,1,13.884474684761456,6.215496269252135,8,3,5,1
4.608358511808449,7,25.24394557422544,6.026360521773379,2,4,8,1
6.1009374655693405,7,64.03821995979337,4.462563478963269,10,9,5,0
7.007865549577275,1,85.37057358062508,6.200905900904229,5,4,7,0
7.070470890647113,9,40.361857269631756,1.8647388918232997,2,3,6,2
6.324901792781135,6,2.7180903857521583,6.437529473569541,2,7,5,1
